corp_code,corp_name,stock_code,report_nm,rcept_no,rcept_dt,time,호재성
258360,위지트,36090,[기재정정]사업보고서 (2022.12),2.02303E+13,20230330,16:26,TRUE
258360,위지트,36090,사업보고서 (2022.12),2.02303E+13,20230322,17:17,TRUE
260745,SCI평가정보,36120,[기재정정]사업보고서 (2022.12),2.02305E+13,20230511,17:48,TRUE
260745,SCI평가정보,36120,사업보고서 (2022.12),2.02303E+13,20230321,17:20,TRUE
232821,클라우드에어,36170,사업보고서 (2022.12),2.02303E+13,20230316,11:42,FALSE
257149,지더블유바이텍,36180,사업보고서 (2022.12),2.02303E+13,20230322,16:54,TRUE
176516,금화피에스시,36190,사업보고서 (2022.12),2.02303E+13,20230309,17:08,FALSE
260569,유니셈,36200,사업보고서 (2022.12),2.02303E+13,20230313,07:30,FALSE
177320,대성미생물,36480,사업보고서 (2022.12),2.02303E+13,20230315,14:57,FALSE
301246,SFA반도체,36540,사업보고서 (2022.12),2.02303E+13,20230320,15:58,TRUE
141389,영풍정밀,36560,사업보고서 (2022.12),2.02303E+13,20230315,17:45,TRUE
261009,감성코퍼레이션,36620,사업보고서 (2022.12),2.02303E+13,20230321,15:42,FALSE
268002,세종텔레콤,36630,사업보고서 (2022.12),2.02303E+13,20230320,18:35,TRUE
268002,세종텔레콤,36630,[기재정정]사업보고서 (2021.12),2.02303E+13,20230317,16:12,TRUE
268002,세종텔레콤,36630,[기재정정]사업보고서 (2020.12),2.02303E+13,20230317,16:12,FALSE
268002,세종텔레콤,36630,[기재정정]사업보고서 (2019.12),2.02303E+13,20230317,16:12,FALSE
230911,HRS,36640,사업보고서 (2022.12),2.02303E+13,20230321,13:48,TRUE
268118,코맥스,36690,사업보고서 (2022.12),2.02303E+13,20230315,17:53,FALSE
152127,심텍홀딩스,36710,사업보고서 (2022.12),2.02303E+13,20230322,17:36,TRUE
264945,나이스정보통신,36800,사업보고서 (2022.12),2.02303E+13,20230321,10:04,TRUE
223434,에프에스티,36810,사업보고서 (2022.12),2.02303E+13,20230321,16:37,FALSE
247975,솔브레인홀딩스,36830,사업보고서 (2022.12),2.02303E+13,20230321,17:54,TRUE
174208,진성티이씨,36890,[기재정정]사업보고서 (2022.12),2.02303E+13,20230324,17:00,TRUE
174208,진성티이씨,36890,사업보고서 (2022.12),2.02303E+13,20230321,17:42,TRUE
252135,주성엔지니어링,36930,[기재정정]사업보고서 (2022.12),2.02305E+13,20230515,17:13,TRUE
252135,주성엔지니어링,36930,사업보고서 (2022.12),2.02303E+13,20230321,17:07,TRUE
238153,파세코,37070,사업보고서 (2022.12),2.02303E+13,20230322,14:25,TRUE
198192,한국팩키지,37230,사업보고서 (2022.12),2.02303E+13,20230316,16:44,FALSE
265421,인지디스플레,37330,사업보고서 (2022.12),2.02303E+13,20230323,18:42,FALSE
265421,인지디스플레,37330,[기재정정]사업보고서 (2021.12),2.02303E+13,20230323,18:42,FALSE
265421,인지디스플레,37330,[기재정정]사업보고서 (2021.12),2.02303E+13,20230323,18:42,FALSE
261054,EG,37370,[기재정정]사업보고서 (2022.12),2.02303E+13,20230320,17:08,FALSE
261054,EG,37370,[기재정정]사업보고서 (2021.12),2.02303E+13,20230320,17:08,TRUE
261054,EG,37370,사업보고서 (2022.12),2.02303E+13,20230315,17:42,FALSE
155692,우리엔터프라이즈,37400,사업보고서 (2022.12),2.02303E+13,20230322,14:41,FALSE
236863,희림,37440,사업보고서 (2022.12),2.02303E+13,20230315,15:56,TRUE
128315,삼지전자,37460,사업보고서 (2022.12),2.02303E+13,20230316,16:18,FALSE
239596,쎄니트,37760,사업보고서 (2022.12),2.02303E+13,20230320,15:55,FALSE
242712,엘컴텍,37950,사업보고서 (2022.12),2.02303E+13,20230313,17:54,FALSE
148595,제일테크노스,38010,사업보고서 (2022.12),2.02303E+13,20230317,15:12,FALSE
373447,서린바이오,38070,[기재정정]사업보고서 (2022.12),2.02303E+13,20230317,11:48,FALSE
373447,서린바이오,38070,사업보고서 (2022.12),2.02303E+13,20230315,17:16,FALSE
139153,에코플라스틱,38110,[기재정정]사업보고서 (2022.12),2.02303E+13,20230321,17:00,TRUE
139153,에코플라스틱,38110,사업보고서 (2022.12),2.02303E+13,20230320,15:15,TRUE
261373,마크로젠,38290,사업보고서 (2022.12),2.02303E+13,20230323,17:32,TRUE
261355,레드캡투어,38390,사업보고서 (2022.12),2.02303E+13,20230316,17:39,FALSE
240857,바이오스마트,38460,사업보고서 (2022.12),2.02303E+13,20230321,17:59,TRUE
239639,삼표시멘트,38500,사업보고서 (2022.12),2.02303E+13,20230317,16:36,TRUE
306162,상상인,38540,[기재정정]사업보고서 (2022.12),2.02303E+13,20230323,16:36,FALSE
306162,상상인,38540,사업보고서 (2022.12),2.02303E+13,20230321,16:47,FALSE
264228,위즈코프,38620,사업보고서 (2022.12),2.02303E+13,20230321,15:59,FALSE
264635,에스넷,38680,사업보고서 (2022.12),2.02303E+13,20230321,15:16,TRUE
287812,에코바이오,38870,[기재정정]사업보고서 (2022.12),2.02307E+13,20230713,17:22,FALSE
287812,에코바이오,38870,사업보고서 (2022.12),2.02303E+13,20230324,07:44,FALSE
252269,아이에이,38880,사업보고서 (2022.12),2.02303E+13,20230321,17:37,TRUE
264732,파인디지털,38950,사업보고서 (2022.12),2.02303E+13,20230316,15:47,FALSE
255044,현대에이치티,39010,사업보고서 (2022.12),2.02303E+13,20230317,13:28,FALSE
184889,이건홀딩스,39020,사업보고서 (2022.12),2.02303E+13,20230321,17:39,TRUE
246417,이오테크닉스,39030,사업보고서 (2022.12),2.02303E+13,20230321,17:32,FALSE
263654,오스코텍,39200,사업보고서 (2022.12),2.02303E+13,20230317,16:32,FALSE
206039,경남스틸,39240,사업보고서 (2022.12),2.02303E+13,20230306,15:59,FALSE
243757,인포뱅크,39290,사업보고서 (2022.12),2.02303E+13,20230321,17:55,TRUE
263371,한국경제TV,39340,[기재정정]사업보고서 (2022.12),2.02303E+13,20230324,16:22,TRUE
263371,한국경제TV,39340,사업보고서 (2022.12),2.02303E+13,20230316,12:43,TRUE
246620,케이엘넷,39420,사업보고서 (2022.12),2.02303E+13,20230323,17:08,FALSE
268251,다산네트웍스,39560,사업보고서 (2022.12),2.02303E+13,20230323,17:36,TRUE
217743,화성밸브,39610,사업보고서 (2022.12),2.02303E+13,20230317,15:34,FALSE
261957,한국정보공학,39740,사업보고서 (2022.12),2.02303E+13,20230322,15:57,FALSE
141556,오로라,39830,사업보고서 (2022.12),2.02303E+13,20230317,18:24,TRUE
115931,디오,39840,사업보고서 (2022.12),2.02303E+13,20230317,15:30,TRUE
230425,나노엔텍,39860,사업보고서 (2022.12),2.02303E+13,20230323,14:54,FALSE
269889,누리플렉스,40160,사업보고서 (2022.12),2.02303E+13,20230321,17:55,FALSE
200275,YTN,40300,사업보고서 (2022.12),2.02303E+13,20230322,16:28,FALSE
287788,정상제이엘에스,40420,사업보고서 (2022.12),2.02303E+13,20230314,13:48,TRUE
264714,SG&G,40610,[기재정정]사업보고서 (2022.12),2.02305E+13,20230515,17:08,TRUE
264714,SG&G,40610,사업보고서 (2022.12),2.02303E+13,20230322,07:30,TRUE
264714,SG&G,40610,[기재정정]사업보고서 (2021.12),2.02303E+13,20230321,18:43,FALSE
298377,아이씨디,40910,사업보고서 (2022.12),2.02303E+13,20230317,17:26,TRUE
269852,폴라리스오피스,41020,사업보고서 (2022.12),2.02303E+13,20230321,17:30,FALSE
228536,현대에버다임,41440,사업보고서 (2022.12),2.02303E+13,20230320,17:37,FALSE
361169,한국전자인증,41460,사업보고서 (2022.12),2.02303E+13,20230322,15:13,TRUE
269922,인바디,41830,[기재정정]사업보고서 (2022.12),2.02303E+13,20230321,17:29,FALSE
269922,인바디,41830,사업보고서 (2022.12),2.02303E+13,20230315,18:38,FALSE
273439,메디아나,41920,사업보고서 (2022.12),2.02303E+13,20230317,16:37,FALSE
199988,동아화성,41930,사업보고서 (2022.12),2.02303E+13,20230323,13:28,FALSE
187415,코미팜,41960,사업보고서 (2022.12),2.02303E+13,20230315,16:45,TRUE
260879,카페24,42000,사업보고서 (2022.12),2.02303E+13,20230322,18:01,TRUE
206686,케이피엠테크,42040,사업보고서 (2022.12),2.02303E+13,20230323,16:58,FALSE
103644,비츠로테크,42370,사업보고서 (2022.12),2.02303E+13,20230323,18:44,TRUE
266952,네오위즈홀딩스,42420,사업보고서 (2022.12),2.02303E+13,20230321,18:27,TRUE
352499,링네트,42500,사업보고서 (2022.12),2.02303E+13,20230315,15:01,FALSE
255433,라온시큐어,42510,사업보고서 (2022.12),2.02303E+13,20230317,14:29,TRUE
147994,새로닉스,42600,사업보고서 (2022.12),2.02303E+13,20230320,15:12,TRUE
220109,솔고바이오,43100,사업보고서 (2022.12),2.02303E+13,20230321,17:27,TRUE
264255,바텍,43150,사업보고서 (2022.12),2.02303E+13,20230321,15:08,TRUE
266934,파루,43200,사업보고서 (2022.12),2.02303E+13,20230323,14:39,TRUE
317487,티에스넥스젠,43220,[기재정정]사업보고서 (2022.12),2.02307E+13,20230717,16:18,FALSE
317487,티에스넥스젠,43220,사업보고서 (2022.12),2.02303E+13,20230320,13:31,FALSE
203209,에쎈테크,43340,사업보고서 (2022.12),2.02303E+13,20230314,17:21,TRUE
203209,에쎈테크,43340,[기재정정]사업보고서 (2020.12),2.02302E+13,20230228,15:14,FALSE
295547,디지아이,43360,사업보고서 (2022.12),2.02303E+13,20230314,11:19,FALSE
155151,피에이치에이,43370,사업보고서 (2022.12),2.02303E+13,20230321,14:11,FALSE
223762,지니뮤직,43610,사업보고서 (2022.12),2.02303E+13,20230323,14:31,TRUE
256715,국순당,43650,사업보고서 (2022.12),2.02303E+13,20230316,17:16,FALSE
305570,서울리거,43710,사업보고서 (2022.12),2.02303E+13,20230322,18:33,FALSE
418379,자연과환경,43910,사업보고서 (2022.12),2.02303E+13,20230323,14:01,TRUE
291860,조광ILI,44060,[기재정정]사업보고서 (2022.12),2.02303E+13,20230328,16:13,FALSE
291860,조광ILI,44060,사업보고서 (2022.12),2.02303E+13,20230320,16:41,FALSE
111218,KD,44180,사업보고서 (2022.12),2.02303E+13,20230324,07:31,FALSE
145473,이글벳,44960,사업보고서 (2022.12),2.02303E+13,20230321,11:24,TRUE
220969,오공,45060,사업보고서 (2022.12),2.02303E+13,20230320,17:03,FALSE
216762,한양이엔지,45100,사업보고서 (2022.12),2.02303E+13,20230317,17:12,TRUE
350482,성우테크론,45300,사업보고서 (2022.12),2.02303E+13,20230315,16:59,TRUE
355089,토탈소프트,45340,사업보고서 (2022.12),2.02303E+13,20230320,10:41,TRUE
318316,대아티아이,45390,사업보고서 (2022.12),2.02303E+13,20230321,15:09,TRUE
147772,정원엔시스,45510,사업보고서 (2022.12),2.02303E+13,20230316,14:30,FALSE
147772,정원엔시스,45510,[기재정정]사업보고서 (2021.12),2.02301E+13,20230118,10:40,FALSE
147772,정원엔시스,45510,[기재정정]사업보고서 (2020.12),2.02301E+13,20230118,10:40,FALSE
185222,크린앤사이언스,45520,사업보고서 (2022.12),2.02303E+13,20230322,10:07,FALSE
271501,코아시아,45970,사업보고서 (2022.12),2.02303E+13,20230321,17:49,FALSE
295857,코다코,46070,[기재정정]사업보고서 (2022.12),2.02307E+13,20230712,15:18,FALSE
295857,코다코,46070,사업보고서 (2022.12),2.02303E+13,20230323,17:01,FALSE
297989,오르비텍,46120,사업보고서 (2022.12),2.02303E+13,20230320,16:18,FALSE
360036,백금T&A,46310,사업보고서 (2022.12),2.02303E+13,20230323,11:28,TRUE
301112,삼화네트웍스,46390,사업보고서 (2022.12),2.02303E+13,20230323,13:31,FALSE
405278,KG모빌리언스,46440,사업보고서 (2022.12),2.02303E+13,20230315,17:42,TRUE
130763,서울반도체,46890,사업보고서 (2022.12),2.02303E+13,20230322,18:59,TRUE
296005,우리로,46970,사업보고서 (2022.12),2.02303E+13,20230321,16:03,TRUE
348292,한빛소프트,47080,사업보고서 (2022.12),2.02303E+13,20230313,17:31,FALSE
269612,파워로직스,47310,사업보고서 (2022.12),2.02303E+13,20230314,16:58,TRUE
273420,이스트소프트,47560,사업보고서 (2022.12),2.02303E+13,20230321,16:21,FALSE
329093,코데즈컴바인,47770,사업보고서 (2022.12),2.02303E+13,20230321,15:16,FALSE
299464,초록뱀미디어,47820,사업보고서 (2022.12),2.02303E+13,20230322,17:25,TRUE
336817,HLB제약,47920,[기재정정]사업보고서 (2022.12),2.02303E+13,20230323,10:57,FALSE
336817,HLB제약,47920,사업보고서 (2022.12),2.02303E+13,20230322,18:09,FALSE
313649,현대바이오,48410,사업보고서 (2022.12),2.02303E+13,20230320,15:54,TRUE
201742,유라테크,48430,사업보고서 (2022.12),2.02303E+13,20230323,14:28,TRUE
109268,대동스틸,48470,사업보고서 (2022.12),2.02303E+13,20230321,17:12,TRUE
292434,인트론바이오,48530,사업보고서 (2022.12),2.02303E+13,20230320,15:53,TRUE
185046,SM C&C,48550,사업보고서 (2022.12),2.02303E+13,20230321,17:53,TRUE
108649,TPC,48770,사업보고서 (2022.12),2.02303E+13,20230321,17:12,TRUE
108490,엔피케이,48830,사업보고서 (2022.12),2.02303E+13,20230322,15:29,FALSE
226866,인탑스,49070,사업보고서 (2022.12),2.02303E+13,20230322,16:34,FALSE
310156,셀루메드,49180,사업보고서 (2022.12),2.02303E+13,20230322,16:25,FALSE
152783,코메론,49430,사업보고서 (2022.12),2.02303E+13,20230322,14:38,FALSE
351579,SGA,49470,사업보고서 (2022.12),2.02303E+13,20230323,15:59,TRUE
335076,오픈베이스,49480,[기재정정]사업보고서 (2022.12),2.02303E+13,20230327,11:39,TRUE
335076,오픈베이스,49480,사업보고서 (2022.12),2.02303E+13,20230316,16:38,TRUE
256380,유아이엘,49520,사업보고서 (2022.12),2.02303E+13,20230310,07:30,TRUE
261656,잉크테크,49550,사업보고서 (2022.12),2.02303E+13,20230315,16:05,TRUE
147082,재영솔루텍,49630,사업보고서 (2022.12),2.02303E+13,20230316,17:18,TRUE
336297,고려신용정보,49720,[기재정정]사업보고서 (2022.12),2.02304E+13,20230404,17:03,TRUE
336297,고려신용정보,49720,사업보고서 (2022.12),2.02303E+13,20230321,,TRUE
135467,승일,49830,사업보고서 (2022.12),2.02303E+13,20230314,15:57,FALSE
447760,미래컴퍼니,49950,사업보고서 (2022.12),2.02303E+13,20230317,17:45,FALSE
357430,쎌바이오텍,49960,사업보고서 (2022.12),2.02303E+13,20230315,17:29,TRUE
369569,비케이홀딩스,50090,사업보고서 (2022.12),2.02303E+13,20230317,15:48,FALSE
330044,캠시스,50110,사업보고서 (2022.12),2.02303E+13,20230316,17:31,TRUE
175623,ES큐브,50120,사업보고서 (2022.12),2.02303E+13,20230323,19:27,FALSE
340272,에스폴리텍,50760,사업보고서 (2022.12),2.02303E+13,20230321,16:31,TRUE
389110,지어소프트,51160,사업보고서 (2022.12),2.02303E+13,20230321,17:28,TRUE
390365,토비스,51360,[기재정정]사업보고서 (2022.12),2.02307E+13,20230714,15:23,FALSE
390365,토비스,51360,[기재정정]사업보고서 (2022.12),2.02307E+13,20230714,15:23,FALSE
390365,토비스,51360,사업보고서 (2022.12),2.02303E+13,20230320,11:13,FALSE
369170,인터플렉스,51370,사업보고서 (2022.12),2.02303E+13,20230317,17:27,TRUE
297934,피씨디렉트,51380,[기재정정]사업보고서 (2022.12),2.02303E+13,20230331,13:31,TRUE
297934,피씨디렉트,51380,[기재정정]사업보고서 (2022.12),2.02303E+13,20230317,15:07,TRUE
297934,피씨디렉트,51380,사업보고서 (2022.12),2.02303E+13,20230316,14:36,TRUE
296263,YW,51390,사업보고서 (2022.12),2.02303E+13,20230316,16:55,FALSE
297095,나라엠앤디,51490,사업보고서 (2022.12),2.02303E+13,20230323,13:45,TRUE
127954,CJ프레시웨이,51500,사업보고서 (2022.12),2.02303E+13,20230317,16:16,FALSE
296324,큐로홀딩스,51780,사업보고서 (2022.12),2.02303E+13,20230314,17:10,TRUE
273110,에스티큐브,52020,사업보고서 (2022.12),2.02303E+13,20230321,17:09,FALSE
370006,iMBC,52220,사업보고서 (2022.12),2.02303E+13,20230322,17:40,FALSE
347062,현대바이오랜드,52260,사업보고서 (2022.12),2.02303E+13,20230310,17:15,FALSE
349732,코나아이,52400,사업보고서 (2022.12),2.02303E+13,20230315,18:07,FALSE
350048,오성첨단소재,52420,사업보고서 (2022.12),2.02303E+13,20230321,16:55,TRUE
405719,아이크래프트,52460,사업보고서 (2022.12),2.02303E+13,20230317,17:34,FALSE
185505,제일바이오,52670,사업보고서 (2022.12),2.02303E+13,20230321,16:19,TRUE
298447,아모텍,52710,사업보고서 (2022.12),2.02303E+13,20230321,15:41,FALSE
346911,아이톡시,52770,사업보고서 (2022.12),2.02303E+13,20230323,15:35,FALSE
346911,아이톡시,52770,[기재정정]사업보고서 (2021.12),2.02303E+13,20230323,15:35,TRUE
348034,액토즈소프트,52790,사업보고서 (2022.12),2.02303E+13,20230323,18:36,FALSE
276834,KX하이텍,52900,사업보고서 (2022.12),2.02303E+13,20230317,17:18,TRUE
216027,바이넥스,53030,사업보고서 (2022.12),2.02303E+13,20230317,16:51,TRUE
133663,세동,53060,사업보고서 (2022.12),2.02303E+13,20230321,14:38,FALSE
352064,프리엠스,53160,사업보고서 (2022.12),2.02303E+13,20230321,16:54,TRUE
105475,금강철강,53260,사업보고서 (2022.12),2.02303E+13,20230320,16:14,TRUE
202060,구영테크,53270,사업보고서 (2022.12),2.02303E+13,20230320,17:34,TRUE
362858,예스24,53280,사업보고서 (2022.12),2.02303E+13,20230320,15:48,FALSE
363927,NE능률,53290,사업보고서 (2022.12),2.02303E+13,20230323,17:25,FALSE
306454,한국정보인증,53300,사업보고서 (2022.12),2.02303E+13,20230315,17:38,FALSE
353610,이니텍,53350,[기재정정]사업보고서 (2022.12),2.02305E+13,20230515,,FALSE
353610,이니텍,53350,사업보고서 (2022.12),2.02303E+13,20230323,12:55,FALSE
351630,세코닉스,53450,사업보고서 (2022.12),2.02303E+13,20230323,13:44,FALSE
355548,한국테크놀로지,53590,사업보고서 (2022.12),2.02303E+13,20230323,18:04,FALSE
325112,프로텍,53610,사업보고서 (2022.12),2.02303E+13,20230316,17:38,TRUE
351092,삼보모터스,53700,사업보고서 (2022.12),2.02303E+13,20230322,16:22,TRUE
298270,안랩,53800,사업보고서 (2022.12),2.02303E+13,20230317,16:05,FALSE
226547,오상자이엘,53980,사업보고서 (2022.12),2.02303E+13,20230323,17:53,TRUE
303396,한국컴퓨터,54040,사업보고서 (2022.12),2.02303E+13,20230320,15:47,TRUE
176835,농우바이오,54050,사업보고서 (2022.12),2.02303E+13,20230322,16:09,FALSE
239514,삼진엘앤디,54090,사업보고서 (2022.12),2.02303E+13,20230315,18:02,FALSE
356839,메디콕스,54180,사업보고서 (2022.12),2.02303E+13,20230321,15:50,TRUE
206659,이랜텍,54210,사업보고서 (2022.12),2.02303E+13,20230320,15:58,FALSE
201432,비츠로시스,54220,사업보고서 (2022.12),2.02303E+13,20230317,18:36,TRUE
339072,팬스타엔터프라이즈,54300,[기재정정]사업보고서 (2022.12),2.02307E+13,20230714,10:59,TRUE
339072,팬스타엔터프라이즈,54300,사업보고서 (2022.12),2.02303E+13,20230321,15:05,TRUE
357607,케이피티유,54410,사업보고서 (2022.12),2.02303E+13,20230321,17:17,FALSE
423177,텔레칩스,54450,사업보고서 (2022.12),2.02303E+13,20230321,15:20,FALSE
250614,삼영엠텍,54540,사업보고서 (2022.12),2.02303E+13,20230321,16:27,TRUE
356927,에이디칩스,54630,[기재정정]사업보고서 (2022.12),2.02307E+13,20230714,15:06,FALSE
356927,에이디칩스,54630,사업보고서 (2022.12),2.02304E+13,20230407,15:15,FALSE
207375,대한뉴팜,54670,사업보고서 (2022.12),2.02303E+13,20230310,16:22,FALSE
353762,키이스트,54780,사업보고서 (2022.12),2.02303E+13,20230321,16:44,TRUE
359580,아이디스홀딩스,54800,사업보고서 (2022.12),2.02303E+13,20230321,14:45,FALSE
363592,한컴위드,54920,사업보고서 (2022.12),2.02303E+13,20230322,15:05,TRUE
360577,엑사이엔씨,54940,사업보고서 (2022.12),2.02303E+13,20230316,13:45,TRUE
361381,제이브이엠,54950,사업보고서 (2022.12),2.02303E+13,20230316,16:17,FALSE
234227,유진로봇,56080,사업보고서 (2022.12),2.02303E+13,20230321,17:37,TRUE
346610,이노시스,56090,사업보고서 (2022.12),2.02303E+13,20230321,17:18,FALSE
358271,에스에프에이,56190,사업보고서 (2022.12),2.02303E+13,20230321,17:29,FALSE
360674,코위버,56360,[기재정정]사업보고서 (2022.12),2.02307E+13,20230725,16:11,FALSE
360674,코위버,56360,사업보고서 (2022.12),2.02303E+13,20230320,14:33,FALSE
228350,신화인터텍,56700,사업보고서 (2022.12),2.02303E+13,20230321,16:26,TRUE
318662,CNT85,56730,사업보고서 (2022.12),2.02303E+13,20230321,15:49,TRUE
307222,YBM넷,57030,사업보고서 (2022.12),2.02303E+13,20230323,16:23,TRUE
265005,옴니시스템,57540,사업보고서 (2022.12),2.02303E+13,20230320,16:58,FALSE
372688,티사이언티픽,57680,[기재정정]사업보고서 (2022.12),2.02303E+13,20230331,16:53,TRUE
372688,티사이언티픽,57680,사업보고서 (2022.12),2.02303E+13,20230321,17:50,TRUE
270113,멕아이씨에스,58110,사업보고서 (2022.12),2.02303E+13,20230317,18:13,TRUE
208134,KNN,58400,사업보고서 (2022.12),2.02303E+13,20230315,16:50,TRUE
369657,리노공업,58470,사업보고서 (2022.12),2.02303E+13,20230321,11:09,FALSE
353018,파나케이아,58530,사업보고서 (2022.12),2.02303E+13,20230320,16:10,FALSE
220686,에스피지,58610,사업보고서 (2022.12),2.02303E+13,20230320,13:57,FALSE
397058,엠게임,58630,사업보고서 (2022.12),2.02303E+13,20230317,11:39,FALSE
380429,CMG제약,58820,사업보고서 (2022.12),2.02303E+13,20230316,15:48,TRUE
396925,엠로,58970,사업보고서 (2022.12),2.02303E+13,20230323,16:17,TRUE
407285,아이컴포넌트,59100,사업보고서 (2022.12),2.02303E+13,20230315,14:32,TRUE
404288,아진엑스텍,59120,사업보고서 (2022.12),2.02303E+13,20230324,16:11,TRUE
317681,메타바이오메드,59210,사업보고서 (2022.12),2.02303E+13,20230321,18:56,TRUE
375931,인선이엔티,60150,사업보고서 (2022.12),2.02303E+13,20230321,17:18,TRUE
363510,소니드,60230,사업보고서 (2022.12),2.02303E+13,20230323,17:11,TRUE
373571,룽투코리아,60240,사업보고서 (2022.12),2.02303E+13,20230321,16:44,FALSE
351375,뉴보텍,60260,사업보고서 (2022.12),2.02303E+13,20230322,17:42,TRUE
356802,큐렉소,60280,사업보고서 (2022.12),2.02303E+13,20230315,16:19,FALSE
178851,동양에스텍,60380,사업보고서 (2022.12),2.02303E+13,20230321,17:23,TRUE
203847,국일신동,60480,사업보고서 (2022.12),2.02303E+13,20230320,15:38,FALSE
288495,홈센타홀딩스,60560,[기재정정]사업보고서 (2022.12),2.02307E+13,20230713,15:51,FALSE
288495,홈센타홀딩스,60560,사업보고서 (2022.12),2.02303E+13,20230317,15:02,FALSE
364467,드림어스컴퍼니,60570,사업보고서 (2022.12),2.02303E+13,20230322,18:04,TRUE
362292,씨티씨바이오,60590,사업보고서 (2022.12),2.02303E+13,20230323,17:29,TRUE
378628,KH바텍,60720,사업보고서 (2022.12),2.02303E+13,20230323,16:25,TRUE
532129,영림원소프트랩,60850,사업보고서 (2022.12),2.02303E+13,20230320,16:10,FALSE
309831,알에프텍,61040,사업보고서 (2022.12),2.02303E+13,20230321,17:02,TRUE
188973,화일약품,61250,[기재정정]사업보고서 (2022.12),2.02307E+13,20230711,15:44,FALSE
188973,화일약품,61250,사업보고서 (2022.12),2.02303E+13,20230316,16:37,FALSE
261887,티엘아이,62860,[기재정정]사업보고서 (2022.12),2.02303E+13,20230323,13:12,TRUE
261887,티엘아이,62860,사업보고서 (2022.12),2.02303E+13,20230321,18:55,TRUE
403766,피피아이,62970,사업보고서 (2022.12),2.02303E+13,20230316,18:35,FALSE
535746,컴투스홀딩스,63080,사업보고서 (2022.12),2.02303E+13,20230321,17:40,FALSE
410915,서울옥션,63170,사업보고서 (2022.12),2.02303E+13,20230321,16:59,FALSE
367604,SM Life Design,63440,사업보고서 (2022.12),2.02303E+13,20230320,17:10,TRUE
374020,이엘피,63760,사업보고서 (2022.12),2.02303E+13,20230317,16:40,FALSE
385336,홈캐스트,64240,사업보고서 (2022.12),2.02303E+13,20230313,16:43,TRUE
389970,다날,64260,[기재정정]사업보고서 (2022.12),2.02303E+13,20230331,15:21,TRUE
389970,다날,64260,[기재정정]사업보고서 (2022.12),2.02303E+13,20230323,17:55,TRUE
389970,다날,64260,[기재정정]사업보고서 (2022.12),2.02303E+13,20230323,17:55,TRUE
389970,다날,64260,사업보고서 (2022.12),2.02303E+13,20230323,17:55,TRUE
479787,인텍플러스,64290,사업보고서 (2022.12),2.02303E+13,20230320,17:24,FALSE
359076,브리지텍,64480,사업보고서 (2022.12),2.02303E+13,20230321,17:10,TRUE
370255,테크엘,64520,사업보고서 (2022.12),2.02303E+13,20230317,16:54,FALSE
326731,바이오니아,64550,[기재정정]사업보고서 (2022.12),2.02303E+13,20230322,17:03,FALSE
326731,바이오니아,64550,사업보고서 (2022.12),2.02303E+13,20230321,17:15,FALSE
245472,티씨케이,64760,사업보고서 (2022.12),2.02303E+13,20230321,15:40,TRUE
392691,젬백스링크,64800,사업보고서 (2022.12),2.02303E+13,20230317,17:59,FALSE
152437,케이프,64820,[기재정정]사업보고서 (2022.12),2.02303E+13,20230330,11:06,FALSE
152437,케이프,64820,사업보고서 (2022.12),2.02303E+13,20230321,16:40,FALSE
331016,에프앤가이드,64850,사업보고서 (2022.12),2.02303E+13,20230313,16:05,FALSE
258102,지엔코,65060,사업보고서 (2022.12),2.02303E+13,20230321,17:17,TRUE
384717,비엘팜텍,65170,사업보고서 (2022.12),2.02303E+13,20230322,16:54,TRUE
136226,신성델타테크,65350,사업보고서 (2022.12),2.02303E+13,20230320,17:16,FALSE
374738,위세아이텍,65370,사업보고서 (2022.12),2.02303E+13,20230316,15:57,TRUE
120906,에스아이리소스,65420,사업보고서 (2022.12),2.02303E+13,20230321,17:42,FALSE
390514,이루온,65440,사업보고서 (2022.12),2.02303E+13,20230316,15:29,TRUE
385363,빅텍,65450,사업보고서 (2022.12),2.02303E+13,20230314,14:30,FALSE
398668,휴비츠,65510,[기재정정]사업보고서 (2022.12),2.02303E+13,20230321,13:08,FALSE
398668,휴비츠,65510,사업보고서 (2022.12),2.02303E+13,20230316,18:56,FALSE
250137,와이어블,65530,사업보고서 (2022.12),2.02303E+13,20230324,15:44,FALSE
288343,삼영이엔씨,65570,사업보고서 (2022.12),2.02303E+13,20230321,16:04,TRUE
631837,안트로젠,65660,[기재정정]사업보고서 (2022.12),2.02305E+13,20230526,15:30,FALSE
631837,안트로젠,65660,[기재정정]사업보고서 (2022.12),2.02303E+13,20230303,17:01,FALSE
631837,안트로젠,65660,사업보고서 (2022.12),2.02302E+13,20230228,14:35,FALSE
390903,우주일렉트로,65680,사업보고서 (2022.12),2.02303E+13,20230321,17:17,TRUE
384762,파커스,65690,사업보고서 (2022.12),2.02303E+13,20230313,17:26,TRUE
220622,서호전기,65710,사업보고서 (2022.12),2.02303E+13,20230314,15:33,TRUE
303703,CS,65770,사업보고서 (2022.12),2.02303E+13,20230316,17:49,TRUE
362159,웰크론,65950,사업보고서 (2022.12),2.02303E+13,20230316,17:03,TRUE
221728,하츠,66130,사업보고서 (2022.12),2.02303E+13,20230314,15:59,TRUE
411446,큐에스아이,66310,사업보고서 (2022.12),2.02303E+13,20230313,11:37,FALSE
216434,체리부로,66360,사업보고서 (2022.12),2.02303E+13,20230323,18:47,TRUE
