prdy_vrss,prdy_vrss_sign,prdy_ctrt,stck_prdy_clpr,acml_vol,acml_tr_pbmn,hts_kor_isnm,stck_prpr,stck_bsop_date,stck_cntg_hour,stck_prpr,stck_oprc,stck_hgpr,stck_lwpr,cntg_vol,acml_tr_pbmn
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,165900,7900,7900,7900,7900,3447,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,170900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,171900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,172900,7900,7900,7900,7900,3447,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,173900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,174900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,175900,7900,7900,7900,7900,3447,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,180900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,181900,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182000,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182100,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182200,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182300,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182400,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182500,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182600,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182700,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182800,7900,7900,7900,7900,0,482831420
60,2,0.77,7840,66656,521993940,현대에이치티,7900,20230412,182900,7900,7900,7900,7900,3447,482831420
5,2,0.16,3155,332947,1048146480,???????????????,3160,20230324,090900,3180,3180,3180,3175,1789,112878120,FALSE,950220
